a,b,c,d,e,f,g,h,i,j,k,l
-1.363276,0.072206,-3.159794,0.033664,0.051039,1.031025,0.004701,0.028436,0.999585,0,2019/1/23 10:04,2019/1/23 10:04
-1.28956,0.228321,-3.229489,0.022122,0.050542,1.020858,0.004612,0.028075,0.999595,0,2019/1/23 10:04,2019/1/23 10:04
-1.372762,0.379127,-3.309482,0.021575,0.050135,0.985826,0.004374,0.027821,0.999603,0,2019/1/23 10:04,2019/1/23 10:04
-1.318622,-0.100378,-3.296297,0.03729,0.063939,1.057524,0.004388,0.027448,0.999614,0,2019/1/23 10:04,2019/1/23 10:04
-1.305655,0.041986,-3.293691,0.016638,0.054263,0.983587,0.004252,0.027214,0.999621,0,2019/1/23 10:04,2019/1/23 10:04
-1.315751,0.09498,-3.365906,0.041487,0.054508,1.011061,0.004209,0.02684,0.999631,0,2019/1/23 10:04,2019/1/23 10:04
-1.144773,0.257166,-3.246813,0.057701,0.058278,1.027627,0.004009,0.026654,0.999637,0,2019/1/23 10:04,2019/1/23 10:04
-1.513864,-0.323893,-3.169062,0.048085,0.057082,1.001772,0.004095,0.026221,0.999648,0,2019/1/23 10:04,2019/1/23 10:04
-2.115767,-0.011811,-3.247007,0.047241,0.039336,0.993227,0.003977,0.025739,0.999661,0,2019/1/23 10:04,2019/1/23 10:04
-1.925381,0.365787,-3.237791,0.050229,0.067234,0.970771,0.00386,0.025174,0.999676,0,2019/1/23 10:04,2019/1/23 10:04
-1.883532,0.317088,-3.33114,0.044199,0.068292,0.947543,0.003642,0.024762,0.999687,0,2019/1/23 10:04,2019/1/23 10:04
-1.347802,0.201882,-3.437307,0.042129,0.064815,0.979547,0.003573,0.024375,0.999696,0,2019/1/23 10:04,2019/1/23 10:04
-1.050313,0.244049,-3.553378,0.058349,0.041724,0.974167,0.003376,0.024215,0.999701,0,2019/1/23 10:04,2019/1/23 10:04
-0.965859,-0.213248,-3.579685,0.058277,0.06207,1.001988,0.003434,0.023943,0.999707,0,2019/1/23 10:04,2019/1/23 10:04
-0.993856,-0.181788,-3.552087,0.058069,0.041075,1.013402,0.003366,0.023799,0.999711,0,2019/1/23 10:04,2019/1/23 10:04
-0.97747,-0.118452,-3.557987,0.053319,0.061603,1.017594,0.003396,0.023524,0.999718,0,2019/1/23 10:04,2019/1/23 10:04
-0.96755,-0.427213,-3.687088,0.063214,0.056155,1.01427,0.003402,0.023387,0.999721,0,2019/1/23 10:04,2019/1/23 10:04
-1.094647,-0.508411,-3.756706,0.042237,0.048458,1.007027,0.003556,0.02307,0.999728,0,2019/1/23 10:04,2019/1/23 10:04
-1.203889,-0.674348,-3.918048,0.059759,0.06077,0.990479,0.003636,0.022862,0.999732,0,2019/1/23 10:04,2019/1/23 10:04
-1.288831,-0.97366,-4.068997,0.055149,0.05678,1.029407,0.003937,0.022478,0.99974,0,2019/1/23 10:04,2019/1/23 10:04
-1.025376,-0.674519,-4.17062,0.063377,0.059582,0.960784,0.004016,0.022324,0.999743,0,2019/1/23 10:04,2019/1/23 10:04
-1.00605,-0.437761,-4.236465,0.041226,0.056645,0.974062,0.004154,0.022027,0.999749,0,2019/1/23 10:04,2019/1/23 10:04
-1.120047,-0.086251,-4.287642,0.065808,0.059771,1.006447,0.004053,0.021844,0.999753,0,2019/1/23 10:04,2019/1/23 10:04
-1.274086,-0.345688,-4.271034,0.056008,0.067724,0.992515,0.004166,0.021464,0.999761,0,2019/1/23 10:04,2019/1/23 10:04
-1.328105,-0.116763,-4.252297,0.063139,0.065485,0.974016,0.004075,0.021218,0.999767,0,2019/1/23 10:04,2019/1/23 10:04
-1.166716,-0.082864,-4.20085,0.058188,0.078702,1.006609,0.004108,0.020872,0.999774,0,2019/1/23 10:04,2019/1/23 10:04
-1.3285,-0.101972,-4.148539,0.067124,0.051976,0.980354,0.004014,0.020625,0.999779,0,2019/1/23 10:04,2019/1/23 10:04
-1.284179,0.450555,-4.180694,0.063036,0.059394,0.984428,0.003887,0.020243,0.999788,0,2019/1/23 10:04,2019/1/23 10:04
-1.164239,0.314893,-4.148854,0.067712,0.06817,1.009104,0.003667,0.020045,0.999792,0,2019/1/23 10:04,2019/1/23 10:04
-1.127318,0.330907,-4.193282,0.052911,0.056714,0.997861,0.003577,0.019711,0.999799,0,2019/1/23 10:04,2019/1/23 10:04
-0.893069,0.013927,-4.226641,0.053179,0.064195,0.992722,0.003448,0.019594,0.999802,0,2019/1/23 10:04,2019/1/23 10:04
-0.825048,0.239449,-4.349187,0.060399,0.054974,1.009119,0.003387,0.01935,0.999807,0,2019/1/23 10:04,2019/1/23 10:04
-0.604924,0.07215,-4.287368,0.058441,0.0657,1.007738,0.003241,0.01932,0.999808,0,2019/1/23 10:04,2019/1/23 10:04
-0.70297,0.129841,-4.328882,0.061659,0.053426,1.004719,0.003213,0.019114,0.999812,0,2019/1/23 10:04,2019/1/23 10:04
-0.845893,0.390069,-4.359445,0.059756,0.058214,0.99171,0.00297,0.01901,0.999815,0,2019/1/23 10:04,2019/1/23 10:04
-0.69137,0.350571,-4.477834,0.061447,0.078251,0.978033,0.002877,0.018805,0.999819,0,2019/1/23 10:04,2019/1/23 10:04
-0.991121,0.151643,-4.559558,0.047639,0.059192,0.987116,0.002706,0.018656,0.999822,0,2019/1/23 10:04,2019/1/23 10:04
-1.128575,0.181358,-4.605395,0.053394,0.065045,0.978862,0.002667,0.018315,0.999829,0,2019/1/23 10:04,2019/1/23 10:04
-1.272849,0.168571,-4.764512,0.062267,0.068418,0.996302,0.00249,0.01808,0.999833,0,2019/1/23 10:04,2019/1/23 10:04
-1.297937,-0.037056,-4.872622,0.052288,0.061308,0.972599,0.00252,0.017684,0.99984,0,2019/1/23 10:04,2019/1/23 10:04
-1.306506,-0.229495,-4.963474,0.054612,0.071449,1.000402,0.002464,0.017438,0.999845,0,2019/1/23 10:04,2019/1/23 10:04
-1.292081,-0.087571,-5.06265,0.056002,0.065094,0.985033,0.00251,0.017042,0.999852,0,2019/1/23 10:04,2019/1/23 10:04
-1.16865,-0.442081,-5.079053,0.064708,0.067945,0.998066,0.002519,0.016838,0.999855,0,2019/1/23 10:04,2019/1/23 10:04
-0.830838,-1.080406,-5.147536,0.053701,0.073482,0.997694,0.002868,0.016581,0.999858,0,2019/1/23 10:04,2019/1/23 10:04
-0.619331,-0.978008,-5.13149,0.056246,0.068226,0.979267,0.00304,0.016544,0.999858,0,2019/1/23 10:04,2019/1/23 10:04
-0.360264,-0.78206,-5.089257,0.069076,0.061282,1.013455,0.003298,0.016433,0.99986,0,2019/1/23 10:04,2019/1/23 10:04
-0.807453,-1.087325,-5.080079,0.074433,0.056591,1.031188,0.003504,0.016339,0.99986,0,2019/1/23 10:04,2019/1/23 10:04
-0.872511,-0.510035,-4.980391,0.059327,0.067113,1.01948,0.003681,0.016073,0.999864,0,2019/1/23 10:04,2019/1/23 10:04
-1.003698,-0.718105,-5.043976,0.053234,0.055365,1.010833,0.003775,0.01592,0.999866,0,2019/1/23 10:04,2019/1/23 10:04
-1.119089,-0.387095,-5.140905,0.056706,0.071359,0.978623,0.003916,0.015577,0.999871,0,2019/1/23 10:04,2019/1/23 10:04
-1.088712,-0.14342,-5.129797,0.043487,0.062988,0.976292,0.003836,0.015398,0.999874,0,2019/1/23 10:04,2019/1/23 10:04
-1.264718,-0.279245,-5.139567,0.052791,0.070897,1.014921,0.003945,0.015012,0.99988,0,2019/1/23 10:04,2019/1/23 10:04
-1.287585,0.5101,-5.117639,0.05386,0.074372,0.965872,0.003668,0.014772,0.999884,0,2019/1/23 10:04,2019/1/23 10:04
-1.381144,0.506536,-5.058189,0.052659,0.073417,0.967119,0.003541,0.01435,0.999891,0,2019/1/23 10:04,2019/1/23 10:04
-1.290024,1.111212,-5.059876,0.057566,0.077241,0.981108,0.003083,0.014108,0.999896,0,2019/1/23 10:04,2019/1/23 10:04
-1.09207,0.950937,-5.019347,0.02818,0.068816,0.983833,0.002821,0.013774,0.999901,0,2019/1/23 10:04,2019/1/23 10:04
-1.185396,0.832544,-5.023793,0.039975,0.064975,0.994522,0.002449,0.013562,0.999905,0,2019/1/23 10:04,2019/1/23 10:04
-1.056737,1.207622,-5.031032,0.042123,0.060743,0.971888,0.002111,0.013237,0.99991,0,2019/1/23 10:04,2019/1/23 10:04
-0.842796,0.930092,-5.110595,0.040134,0.059638,1.002103,0.00171,0.013128,0.999912,0,2019/1/23 10:04,2019/1/23 10:04
-0.889295,0.478138,-5.087827,0.03392,0.063079,1.020804,0.001593,0.012853,0.999916,0,2019/1/23 10:04,2019/1/23 10:04
-0.741814,0.611852,-5.300169,0.020306,0.055726,1.023617,0.001288,0.012773,0.999918,0,2019/1/23 10:04,2019/1/23 10:04
-0.775503,0.207404,-5.389208,0.041847,0.053681,1.029765,0.001255,0.01253,0.999921,0,2019/1/23 10:04,2019/1/23 10:04
-0.973153,-0.444989,-5.464531,0.024129,0.062861,1.033137,0.001272,0.01238,0.999923,0,2019/1/23 10:04,2019/1/23 10:04
-1.191978,-0.419467,-5.472173,0.023484,0.057248,1.006296,0.00143,0.012009,0.999927,0,2019/1/23 10:04,2019/1/23 10:04
-1.076854,-0.11965,-5.436913,0.038342,0.069563,0.975473,0.001349,0.011827,0.999929,0,2019/1/23 10:04,2019/1/23 10:04
-1.13379,-0.665884,-5.425621,0.038842,0.07484,1.008913,0.001584,0.011474,0.999933,0,2019/1/23 10:04,2019/1/23 10:04
-1.167733,0.170161,-5.427884,0.020766,0.060596,0.973466,0.001416,0.011264,0.999936,0,2019/1/23 10:04,2019/1/23 10:04
-1.214653,0.327875,-5.396198,0.032381,0.063414,0.98508,0.001349,0.010888,0.99994,0,2019/1/23 10:04,2019/1/23 10:04
-1.242371,0.326316,-5.40699,0.013735,0.06442,1.012497,0.001135,0.010654,0.999943,0,2019/1/23 10:04,2019/1/23 10:04
-1.063336,1.011994,-5.395267,0.009637,0.060627,0.96126,0.000863,0.010323,0.999946,0,2019/1/23 10:04,2019/1/23 10:04
-0.788418,0.595477,-5.378821,0.010542,0.061411,1.02531,0.000568,0.010226,0.999948,0,2019/1/23 10:04,2019/1/23 10:04
-0.686784,0.91042,-5.562594,0.021759,0.059966,0.993827,0.000327,0.010007,0.99995,0,2019/1/23 10:04,2019/1/23 10:04
-0.518103,0.42669,-5.533004,0.026616,0.082612,1.007491,8.40E-05,0.009991,0.99995,0,2019/1/23 10:04,2019/1/23 10:04
-0.479097,0.378117,-5.508391,-3.00E-05,0.061117,1.024293,4.00E-06,0.009835,0.999952,0,2019/1/23 10:04,2019/1/23 10:04
-0.407515,0.965125,-5.73523,0.028241,0.068727,1.009565,-0.000402,0.009852,0.999951,0,2019/1/23 10:04,2019/1/23 10:04
-0.441382,0.243627,-5.789602,0.014959,0.074178,1.021826,-0.00044,0.009705,0.999953,0,2019/1/23 10:04,2019/1/23 10:04
-0.767982,0.593242,-5.752422,0.000395,0.040959,0.978026,-0.000733,0.009611,0.999954,0,2019/1/23 10:04,2019/1/23 10:04
-0.788472,0.738795,-5.862179,0.01248,0.078842,0.975312,-0.000921,0.009357,0.999956,0,2019/1/23 10:04,2019/1/23 10:04
-0.88687,0.141133,-5.958088,0.008245,0.06596,0.987307,-0.001076,0.009226,0.999957,0,2019/1/23 10:04,2019/1/23 10:04
-0.770825,0.571546,-5.929871,0.004739,0.064966,0.963505,-0.001212,0.008976,0.999959,0,2019/1/23 10:04,2019/1/23 10:04
-0.607915,0.389184,-6.042951,-0.003307,0.081237,0.970883,-0.001443,0.008929,0.999959,0,2019/1/23 10:04,2019/1/23 10:04
-0.326084,0.273019,-6.040679,0.023427,0.073976,0.97902,-0.001487,0.008814,0.99996,0,2019/1/23 10:04,2019/1/23 10:04
-0.195066,0.335236,-6.013172,0.023107,0.064722,1.024264,-0.001701,0.008891,0.999959,0,2019/1/23 10:04,2019/1/23 10:04
-0.147541,0.394946,-5.967749,0.012366,0.071839,1.009621,-0.001783,0.00883,0.999959,0,2019/1/23 10:04,2019/1/23 10:04
-0.259119,0.235554,-6.042866,0.003851,0.069179,1.0412,-0.001965,0.008886,0.999959,0,2019/1/23 10:04,2019/1/23 10:04
-0.568761,-0.073529,-6.035589,0.00443,0.069188,1.033991,-0.001905,0.008697,0.99996,0,2019/1/23 10:04,2019/1/23 10:04
-1.106725,-0.273243,-6.069943,0.016389,0.069351,1.030682,-0.001932,0.008496,0.999962,0,2019/1/23 10:04,2019/1/23 10:04
-1.416993,-0.038202,-6.12353,0.013872,0.080282,0.998724,-0.001881,0.008047,0.999966,0,2019/1/23 10:04,2019/1/23 10:04
-1.437068,-0.457729,-6.074482,0.022005,0.079029,1.026544,-0.001851,0.007746,0.999968,0,2019/1/23 10:04,2019/1/23 10:04
-1.263258,-0.082539,-6.058999,0.003197,0.067963,0.958526,-0.001785,0.007345,0.999971,0,2019/1/23 10:04,2019/1/23 10:04
-0.915866,-0.291792,-6.150753,0.002017,0.082538,1.00111,-0.001804,0.007201,0.999972,0,2019/1/23 10:04,2019/1/23 10:04
-0.75928,-0.178412,-6.092225,0.015304,0.056905,0.967093,-0.001708,0.006954,0.999974,0,2019/1/23 10:04,2019/1/23 10:04
-0.620458,0.076725,-6.144946,0.012689,0.072653,0.953621,-0.001838,0.006899,0.999974,0,2019/1/23 10:04,2019/1/23 10:04
-0.290352,0.332755,-6.146348,0.011622,0.082939,0.972065,-0.001896,0.006794,0.999975,0,2019/1/23 10:04,2019/1/23 10:04
-0.060401,0.87025,-6.111865,0.008629,0.069466,0.986791,-0.002267,0.006909,0.999974,0,2019/1/23 10:04,2019/1/23 10:04
-0.018967,1.227098,-6.160969,0.007302,0.065514,0.997473,-0.002597,0.006885,0.999973,0,2019/1/23 10:04,2019/1/23 10:04
-0.372943,1.271201,-6.176519,0.015384,0.075418,0.995582,-0.003089,0.006903,0.999971,0,2019/1/23 10:04,2019/1/23 10:04
-0.678857,1.290421,-6.288796,0.015881,0.056592,1.030024,-0.003437,0.006676,0.999972,0,2019/1/23 10:04,2019/1/23 10:04
-0.870039,0.921971,-6.325581,0.010716,0.07354,1.056772,-0.003823,0.006541,0.999971,0,2019/1/23 10:04,2019/1/23 10:04
-1.231007,0.466973,-6.435235,0.001607,0.078429,1.051694,-0.00392,0.006145,0.999973,0,2019/1/23 10:04,2019/1/23 10:04
-1.14053,0.389379,-6.518358,-0.003633,0.082074,1.038245,-0.004143,0.005927,0.999974,0,2019/1/23 10:04,2019/1/23 10:04
-0.946116,0.172146,-6.549328,0.015776,0.087627,0.971808,-0.00415,0.005616,0.999976,0,2019/1/23 10:04,2019/1/23 10:04
-0.665776,0.231846,-6.628613,0.017893,0.088199,0.960957,-0.004324,0.005541,0.999975,0,2019/1/23 10:04,2019/1/23 10:04
-0.689019,-0.173402,-6.594547,0.01778,0.073633,0.945682,-0.004225,0.005308,0.999977,0,2019/1/23 10:04,2019/1/23 10:04
-0.518923,0.39996,-6.764513,-0.004942,0.101779,0.992461,-0.004449,0.005277,0.999976,0,2019/1/23 10:04,2019/1/23 10:04
-0.408428,0.722018,-6.739391,0.016634,0.072633,1.004637,-0.004622,0.005128,0.999976,0,2019/1/23 10:04,2019/1/23 10:04
-0.696518,0.368359,-6.835435,0.003029,0.077648,0.984489,-0.004836,0.005042,0.999976,0,2019/1/23 10:04,2019/1/23 10:04
-0.718173,0.90493,-6.997337,0.013074,0.073362,1.001822,-0.005063,0.004796,0.999976,0,2019/1/23 10:04,2019/1/23 10:04
-0.825329,0.643547,-7.091094,0.014242,0.074498,1.05311,-0.00536,0.00467,0.999975,0,2019/1/23 10:04,2019/1/23 10:04
-0.854879,0.774296,-7.188302,0.014016,0.07647,1.022226,-0.005546,0.004381,0.999975,0,2019/1/23 10:04,2019/1/23 10:04
-0.753677,0.63124,-7.219088,0.009118,0.087382,1.034289,-0.005838,0.004275,0.999974,0,2019/1/23 10:04,2019/1/23 10:04
-0.64336,0.444028,-7.198246,0.006796,0.099287,1.005539,-0.005924,0.004049,0.999974,0,2019/1/23 10:04,2019/1/23 10:04
-0.849786,0.257852,-7.098457,0.033192,0.081954,1.055658,-0.006102,0.003913,0.999974,0,2019/1/23 10:04,2019/1/23 10:04
-0.931349,0.313861,-7.118425,0.020953,0.07882,1.01956,-0.006147,0.0036,0.999975,0,2019/1/23 10:04,2019/1/23 10:04
-0.954657,0.701078,-7.152131,0.020197,0.100427,1.036296,-0.006458,0.003431,0.999973,0,2019/1/23 10:04,2019/1/23 10:04
-1.020022,0.568057,-7.180362,0.013491,0.072486,1.018209,-0.006578,0.00309,0.999974,0,2019/1/23 10:04,2019/1/23 10:04
-0.515328,0.732116,-7.239159,-0.005974,0.114189,0.908454,-0.006898,0.003053,0.999972,0,2019/1/23 10:04,2019/1/23 10:04
-0.746714,0.612392,-7.259866,0.008707,0.063924,0.946347,-0.007031,0.002793,0.999971,0,2019/1/23 10:04,2019/1/23 10:04
-0.779588,1.77054,-7.369936,0.017032,0.079232,0.949541,-0.007664,0.002675,0.999967,0,2019/1/23 10:04,2019/1/23 10:04
-0.607876,1.125148,-7.42202,0.020971,0.110668,1.022668,-0.007953,0.002455,0.999965,0,2019/1/23 10:04,2019/1/23 10:04
-0.698129,1.019307,-7.505369,-0.008566,0.085577,0.994581,-0.008357,0.002359,0.999962,0,2019/1/23 10:04,2019/1/23 10:04
-0.505993,1.164665,-7.512856,0.010153,0.089543,0.949089,-0.008656,0.002167,0.99996,0,2019/1/23 10:04,2019/1/23 10:04
-0.452083,0.329739,-7.587039,0.028801,0.090667,1.029718,-0.008851,0.002145,0.999959,0,2019/1/23 10:04,2019/1/23 10:04
-0.258012,-0.237949,-7.541664,0.0132,0.089595,1.012613,-0.008724,0.002028,0.99996,0,2019/1/23 10:04,2019/1/23 10:04
-0.162235,-0.43573,-7.611064,0.003597,0.088883,1.030858,-0.008685,0.002093,0.99996,0,2019/1/23 10:04,2019/1/23 10:04
-0.173145,-0.659292,-7.568237,0.004547,0.097983,1.008366,-0.00843,0.002002,0.999962,0,2019/1/23 10:04,2019/1/23 10:04
-0.610338,-0.929265,-7.701706,0.018975,0.078539,1.025902,-0.008241,0.001932,0.999964,0,2019/1/23 10:04,2019/1/23 10:04
-0.698124,-0.67717,-7.703026,0.029491,0.085732,1.008942,-0.00798,0.001682,0.999967,0,2019/1/23 10:04,2019/1/23 10:04
-0.798378,-0.821159,-7.713801,0.010545,0.089475,1.024147,-0.007823,0.001556,0.999968,0,2019/1/23 10:04,2019/1/23 10:04
-0.764658,-0.8789,-7.708364,0.002902,0.083117,1.004042,-0.0075,0.001287,0.999971,0,2019/1/23 10:04,2019/1/23 10:04
-0.354991,-1.083724,-7.722591,0.004064,0.092821,0.978187,-0.007262,0.001297,0.999973,0,2019/1/23 10:04,2019/1/23 10:04
-0.323474,-0.720581,-7.682444,0.012863,0.091839,0.975001,-0.006986,0.001163,0.999975,0,2019/1/23 10:04,2019/1/23 10:04
-0.245218,-0.468211,-7.581104,0.018332,0.084988,0.978878,-0.006934,0.001207,0.999975,0,2019/1/23 10:04,2019/1/23 10:04
-0.1866,0.012282,-7.655414,0.016752,0.098365,0.988676,-0.006881,0.001117,0.999976,0,2019/1/23 10:04,2019/1/23 10:04
0.139158,0.681469,-7.573662,0.020715,0.089838,0.98328,-0.007178,0.001277,0.999973,0,2019/1/23 10:04,2019/1/23 10:04
0.225779,1.281608,-7.582316,0.005761,0.088751,0.982176,-0.00751,0.001311,0.999971,0,2019/1/23 10:04,2019/1/23 10:04
0.022813,1.596289,-7.596272,0.006465,0.076737,0.966054,-0.008084,0.001435,0.999966,0,2019/1/23 10:04,2019/1/23 10:04
-0.35228,1.913685,-7.65488,0.015396,0.077349,1.030329,-0.008608,0.00129,0.999962,0,2019/1/23 10:04,2019/1/23 10:04
-0.351355,1.676905,-7.75872,0.008676,0.090706,1.017796,-0.009206,0.001297,0.999957,0,2019/1/23 10:04,2019/1/23 10:04
-0.502885,1.56997,-7.731269,0.008938,0.090772,1.015122,-0.009626,0.001104,0.999953,0,2019/1/23 10:04,2019/1/23 10:04
-0.491083,1.113417,-7.768005,-0.001191,0.090057,1.03018,-0.010052,0.001066,0.999949,0,2019/1/23 10:04,2019/1/23 10:04
-0.435017,0.990548,-7.762537,0.022819,0.093033,0.997597,-0.010295,0.000892,0.999947,0,2019/1/23 10:04,2019/1/23 10:04
-0.181066,0.308098,-7.753247,0.012643,0.096018,0.981386,-0.010476,0.000948,0.999945,0,2019/1/23 10:04,2019/1/23 10:04
-0.039409,0.304401,-7.695565,0.014491,0.079495,0.96663,-0.01051,0.000893,0.999944,0,2019/1/23 10:04,2019/1/23 10:04
0.427586,0.484938,-7.672539,0.014421,0.086547,1.003145,-0.010745,0.001134,0.999942,0,2019/1/23 10:04,2019/1/23 10:04
0.561031,0.466755,-7.705553,0.011218,0.086195,0.980616,-0.010829,0.001261,0.999941,0,2019/1/23 10:04,2019/1/23 10:04
0.543892,0.383763,-7.6846,0.010486,0.072168,0.98791,-0.011034,0.001536,0.999938,0,2019/1/23 10:04,2019/1/23 10:04
0.957697,0.852471,-7.729594,0.011909,0.076078,0.969534,-0.011236,0.001782,0.999935,0,2019/1/23 10:04,2019/1/23 10:04
1.254313,0.41115,-7.709622,0.013792,0.082722,1.049573,-0.01145,0.002272,0.999932,0,2019/1/23 10:04,2019/1/23 10:04
1.099336,0.318263,-7.749053,0.001479,0.073603,1.052012,-0.011492,0.002561,0.999931,0,2019/1/23 10:04,2019/1/23 10:04
0.899426,0.136888,-7.799231,0.005738,0.078184,1.050712,-0.011623,0.002942,0.999928,0,2019/1/23 10:04,2019/1/23 10:04
0.541453,0.034115,-7.742993,0.021667,0.087348,1.03911,-0.011581,0.003062,0.999928,0,2019/1/23 10:04,2019/1/23 10:04
0.304168,-0.027711,-7.755461,0.01965,0.097563,1.040811,-0.011663,0.003263,0.999927,0,2019/1/23 10:04,2019/1/23 10:04
0.236883,0.328403,-7.636156,0.012832,0.098072,1.026577,-0.01171,0.00329,0.999926,0,2019/1/23 10:04,2019/1/23 10:04
0.04314,0.821331,-7.730953,0.012466,0.103138,0.990539,-0.01205,0.003412,0.999922,0,2019/1/23 10:04,2019/1/23 10:04
0.133246,0.816944,-7.651886,0.00961,0.09553,0.971825,-0.012245,0.003407,0.999919,0,2019/1/23 10:04,2019/1/23 10:04
0.036619,0.767722,-7.679729,-0.004791,0.091603,0.953888,-0.012569,0.003525,0.999915,0,2019/1/23 10:05,2019/1/23 10:05
0.089269,1.019605,-7.602394,0.016354,0.088167,0.974942,-0.012826,0.003506,0.999912,0,2019/1/23 10:05,2019/1/23 10:05
0.33631,1.240066,-7.57681,0.020484,0.084573,0.964286,-0.013292,0.003715,0.999905,0,2019/1/23 10:05,2019/1/23 10:05
0.489771,1.394743,-7.589435,0.018049,0.091948,0.979676,-0.013664,0.003816,0.999899,0,2019/1/23 10:05,2019/1/23 10:05
1.079732,1.198628,-7.597823,-0.007448,0.078193,0.986246,-0.014118,0.004248,0.999891,0,2019/1/23 10:05,2019/1/23 10:05
1.344079,1.015148,-7.607026,0.000635,0.084523,0.993791,-0.014376,0.004606,0.999886,0,2019/1/23 10:05,2019/1/23 10:05
1.317992,0.40696,-7.680197,0.023649,0.085081,1.031453,-0.014592,0.00511,0.99988,0,2019/1/23 10:05,2019/1/23 10:05
1.305338,0.087487,-7.662662,0.010593,0.068105,1.02545,-0.01457,0.005455,0.999879,0,2019/1/23 10:05,2019/1/23 10:05
1.219097,0.066115,-7.605456,0.017493,0.090537,1.027526,-0.014683,0.005929,0.999875,0,2019/1/23 10:05,2019/1/23 10:05
1.533091,-0.202702,-7.655348,0.001528,0.090355,0.96346,-0.014575,0.006343,0.999874,0,2019/1/23 10:05,2019/1/23 10:05
1.68611,-0.246064,-7.636565,0.019143,0.077672,0.990363,-0.014596,0.006959,0.999869,0,2019/1/23 10:05,2019/1/23 10:05
1.581588,-0.289636,-7.575148,0.026824,0.081645,1.015468,-0.014464,0.007389,0.999868,0,2019/1/23 10:05,2019/1/23 10:05
1.514962,-0.470062,-7.560216,0.008848,0.068091,1.049954,-0.014418,0.007954,0.999864,0,2019/1/23 10:05,2019/1/23 10:05
1.396449,-0.355544,-7.504998,-0.003628,0.095132,0.996685,-0.014268,0.008328,0.999864,0,2019/1/23 10:05,2019/1/23 10:05
1.324969,-0.137252,-7.408555,0.009223,0.090688,0.983377,-0.014324,0.008837,0.999858,0,2019/1/23 10:05,2019/1/23 10:05
1.472796,0.142674,-7.27131,0.038556,0.085412,0.981755,-0.014327,0.009237,0.999855,0,2019/1/23 10:05,2019/1/23 10:05
1.430289,-0.100311,-7.104687,0.014697,0.093733,1.014796,-0.014395,0.009779,0.999849,0,2019/1/23 10:05,2019/1/23 10:05
1.429127,0.593038,-7.059251,0.011029,0.085694,0.984871,-0.014536,0.010168,0.999843,0,2019/1/23 10:05,2019/1/23 10:05
1.760976,0.935852,-6.982872,0.014868,0.079102,0.978375,-0.01492,0.01081,0.99983,0,2019/1/23 10:05,2019/1/23 10:05
1.735469,0.41186,-6.994029,0.021553,0.076647,1.024257,-0.015008,0.011291,0.999824,0,2019/1/23 10:05,2019/1/23 10:05
1.534711,0.770799,-6.866306,0.019273,0.056992,1.019102,-0.015343,0.011865,0.999812,0,2019/1/23 10:05,2019/1/23 10:05
1.370501,0.67141,-6.733058,0.01803,0.061043,1.016617,-0.015511,0.012237,0.999805,0,2019/1/23 10:05,2019/1/23 10:05
1.257718,0.833451,-6.585172,0.003894,0.06955,1.024384,-0.015865,0.012727,0.999793,0,2019/1/23 10:05,2019/1/23 10:05
1.357158,1.281621,-6.44489,0.018471,0.064758,0.974497,-0.016219,0.013097,0.999783,0,2019/1/23 10:05,2019/1/23 10:05
1.772264,1.194404,-6.392541,-0.006718,0.081158,0.960127,-0.016683,0.013743,0.999766,0,2019/1/23 10:05,2019/1/23 10:05
1.856888,0.987432,-6.105072,0.02179,0.051752,1.03097,-0.016948,0.014266,0.999755,0,2019/1/23 10:05,2019/1/23 10:05
1.95588,1.406883,-5.985539,0.010609,0.059764,1.038921,-0.017476,0.014969,0.999735,0,2019/1/23 10:05,2019/1/23 10:05
1.89222,1.574442,-5.829494,0.008722,0.047945,1.049289,-0.017921,0.015503,0.999719,0,2019/1/23 10:05,2019/1/23 10:05
1.608989,1.65701,-5.559649,-0.002525,0.049273,1.01387,-0.018525,0.016102,0.999699,0,2019/1/23 10:05,2019/1/23 10:05
1.570064,1.359777,-5.46369,-0.010815,0.062515,1.007219,-0.018905,0.016543,0.999684,0,2019/1/23 10:05,2019/1/23 10:05
1.182344,1.130857,-5.331862,-0.003154,0.051919,1.000563,-0.019348,0.017012,0.999668,0,2019/1/23 10:05,2019/1/23 10:05
1.232253,1.243719,-5.111935,0.005972,0.057979,0.989437,-0.019694,0.017355,0.999655,0,2019/1/23 10:05,2019/1/23 10:05
1.301499,0.697967,-4.986115,-0.019784,0.071056,0.997215,-0.020004,0.017862,0.99964,0,2019/1/23 10:05,2019/1/23 10:05
1.417106,0.923844,-4.772332,0.002508,0.052524,0.988933,-0.020253,0.018267,0.999628,0,2019/1/23 10:05,2019/1/23 10:05
2.035993,0.799107,-4.557339,-0.021414,0.042674,0.967524,-0.020592,0.018999,0.999607,0,2019/1/23 10:05,2019/1/23 10:05
2.102909,0.000476,-4.293794,-0.010878,0.048839,0.992069,-0.02056,0.019618,0.999596,0,2019/1/23 10:05,2019/1/23 10:05
2.247146,-0.192197,-4.117958,-0.017385,0.039737,0.995896,-0.020597,0.020416,0.999579,0,2019/1/23 10:05,2019/1/23 10:05
2.329361,-0.465806,-4.065618,-0.025493,0.038915,1.03733,-0.020424,0.021106,0.999569,0,2019/1/23 10:05,2019/1/23 10:05
